height,weight,chest_size,waist_size,size
154.8,50.9,M,S,S
181.35,88.3,L,L,XL
179.43,87.6,L,L,XL
168.48,63.4,M,L,M
154.08,57.5,,S,S
166.26,63.6,S,M,M
185.16,107.7,L,L,XXL
173.06,84.9,L,L,XL
178.67,69.6,M,L,L
158.46,51.2,,S,S
175.71,69.0,L,L,L
185.35,82.4,L,L,XL
171.25,61.0,,M,M
179.97,113.3,L,L,XXL
152.41,55.3,S,S,S
175.0,75.7,M,L,L
183.17,111.7,L,L,XXL
178.34,79.5,L,L,XL
166.96,65.7,,,M
158.35,50.9,,,S
179.54,86.3,L,L,XL
182.05,89.4,L,L,XL
174.0,71.4,M,M,L
176.73,87.0,L,L,XL
168.68,63.7,M,L,M
166.58,56.5,M,,M
168.11,61.3,S,L,M
181.97,106.0,L,L,XXL
176.85,84.2,L,L,XL
182.69,78.7,L,L,XL
155.2,57.7,S,M,S
176.49,87.1,L,L,XL
187.94,103.1,L,L,XXL
178.17,84.8,,L,XL
155.11,53.0,S,S,S
184.97,111.5,L,L,XXL
181.68,84.3,L,L,XL
182.08,94.1,L,L,XXL
177.61,86.0,L,L,XL
156.25,52.2,S,S,S
180.68,85.1,L,,XL
176.92,73.0,L,L,L
180.89,79.7,L,L,XL
176.42,87.3,L,,XL
166.88,60.6,S,S,M
181.55,90.3,,L,XL
181.68,84.5,,L,XL
169.55,65.0,S,M,M
184.66,107.8,L,L,XXL
185.66,118.2,L,L,XXL
164.8,63.4,L,M,M
172.07,68.0,,M,L
180.13,79.3,,L,XL
159.78,49.8,S,M,S
185.26,105.3,L,L,XXL
158.62,52.6,,M,S
176.22,85.6,L,,XL
175.42,71.9,L,L,L
168.08,62.8,S,L,M
160.79,50.4,S,S,S
164.38,61.6,S,L,M
169.44,62.1,M,,M
176.98,82.4,L,L,XL
182.62,104.5,L,L,XXL
167.9,62.0,M,M,M
175.07,73.4,L,,L
160.23,47.8,S,S,S
168.27,60.7,M,M,M
178.85,91.2,L,L,XL
173.35,71.9,L,M,L
170.98,71.7,M,L,L
156.25,52.2,S,S,S
176.44,79.3,L,,L
172.38,66.0,,M,M
156.49,56.0,S,M,S
153.46,52.2,S,S,S
176.08,73.7,L,L,L
179.12,83.6,L,L,XL
163.64,63.1,,,M
181.34,80.5,L,L,XL
176.6,71.2,L,M,L
165.69,62.6,,S,M
157.13,45.7,,S,S
159.37,49.1,M,,S
156.75,47.8,S,M,S
185.15,106.4,L,L,XXL
164.94,63.2,M,S,M
154.78,55.2,S,S,S
165.89,62.6,S,L,M
184.62,113.0,,,XXL
164.46,59.0,L,S,M
156.18,53.0,,S,S
166.63,59.6,M,M,M
177.08,72.0,M,,L
166.41,61.7,M,M,M
164.88,61.6,M,M,M
172.5,71.4,L,M,L
190.23,104.9,L,L,XXL
174.65,70.5,L,M,L
175.26,80.5,L,,XL
171.69,63.6,S,,M
161.93,52.4,S,S,S
155.37,56.2,S,M,S
175.52,75.4,M,L,L
157.78,51.1,S,,S
168.7,62.3,M,M,M
183.09,108.8,,L,XXL
183.82,105.8,,L,XXL
167.51,62.9,L,,M
159.36,53.2,M,S,S
175.56,68.3,L,M,L
175.06,81.7,L,L,XL
182.91,102.4,L,L,XXL
157.2,51.8,M,S,S
176.08,83.7,L,L,XL
157.52,49.6,M,S,S
176.36,70.5,L,L,L
177.59,85.0,L,,XL
182.78,86.0,L,L,XL
167.28,55.5,M,M,M
165.08,66.5,M,L,M
177.8,80.1,L,,XL
180.84,113.3,L,L,XXL
175.38,71.1,L,M,L
172.41,60.4,M,M,M
176.31,115.7,L,,XXL
174.48,71.4,M,L,L
173.58,68.8,L,L,L
163.05,53.9,,S,S
156.13,55.0,,,S
177.04,73.1,,L,L
166.23,59.9,,L,M
183.33,86.1,L,L,XL
182.66,80.7,L,,XL
157.92,53.5,S,M,S
178.91,87.1,L,L,XL
168.98,60.9,M,L,M
174.0,86.4,L,L,XL
182.59,115.2,L,,XXL
177.09,87.8,,L,XL
158.3,50.1,M,S,S
159.46,57.8,,,S
171.39,62.3,L,S,M
167.43,61.8,L,L,M
172.77,72.8,L,M,L
179.46,71.3,M,M,L
175.05,68.7,L,,L
167.91,58.8,M,S,M
156.4,56.4,S,S,S
175.78,75.1,,M,L
163.29,60.9,M,S,M
156.2,54.4,S,M,S
168.3,63.6,M,S,M
188.9,101.0,L,L,XXL
160.09,49.8,S,S,S
185.33,114.6,L,L,XXL
168.61,57.4,M,M,M
176.03,71.4,L,L,L
162.09,57.8,S,S,S
175.94,75.9,L,L,L
167.73,64.3,S,L,M
177.84,71.7,L,,L
157.82,51.5,S,S,S
187.38,101.5,L,L,XXL
184.69,108.8,,L,XXL
166.05,61.3,M,L,M
159.89,52.2,M,S,S
172.67,72.6,M,L,L
183.84,105.5,L,L,XXL
173.9,74.8,L,L,L
175.59,69.6,L,L,L
169.86,64.6,M,L,M
176.97,89.4,L,L,XL
180.35,106.4,L,L,XXL
187.51,84.7,L,L,XL
166.9,64.7,M,M,M
170.77,74.2,L,L,L
158.89,46.3,S,S,S
179.62,89.4,L,,XL
176.78,73.6,L,M,L
160.09,52.7,S,S,S
167.57,61.5,S,M,M
184.84,104.8,L,L,XXL
158.33,51.9,,M,S
167.59,68.4,M,,M
170.7,62.2,L,M,M
165.17,62.4,,M,M
180.02,85.2,,L,XL
179.93,104.2,L,,XXL
175.82,90.4,L,L,XL
183.22,108.6,L,L,XXL
175.69,83.3,L,,XL
166.17,60.9,L,L,M
154.73,55.7,S,S,S
174.7,70.7,L,M,L
184.2,109.3,L,L,XXL
181.65,78.0,L,L,XL
187.91,104.9,L,L,XXL
178.63,87.7,,L,XL
179.45,105.5,L,,XXL
152.2,46.9,S,,S
155.52,51.4,S,S,S
180.39,105.4,L,L,XXL
160.13,51.3,S,S,S
183.56,103.5,L,L,XXL
164.75,61.4,S,M,M
175.12,88.8,,,XL
188.67,108.0,L,L,XXL
157.74,50.3,S,M,S
159.24,51.9,S,S,S
177.45,74.7,L,M,L
178.99,83.0,,L,XL
153.46,55.1,S,S,S
160.93,48.0,S,S,S
160.59,54.9,S,M,S
172.57,71.3,M,M,L
177.62,86.9,L,L,XL
157.33,57.0,S,S,S
155.94,51.4,M,S,S
170.58,69.1,L,M,M
182.84,80.4,L,L,XL
179.02,86.4,,L,XL
186.43,111.6,L,L,XXL
165.66,60.5,M,M,M
180.45,85.8,L,L,XL
155.53,49.6,S,M,S
177.29,73.3,L,M,L
181.21,105.8,L,L,XXL
177.79,76.5,,M,L
172.43,74.5,L,,L
166.49,60.3,,,M
169.84,70.2,L,,L
177.33,105.5,L,L,XXL
178.23,85.3,L,L,XL
176.35,86.3,,L,XL
167.3,62.6,S,M,M
184.31,118.7,,L,XXL
179.51,99.4,L,L,XXL
181.07,86.8,L,L,XL
177.19,75.5,L,L,L
170.07,61.8,M,M,M
185.45,98.8,L,L,XXL
178.62,82.4,L,L,XL
171.63,58.5,M,L,M
177.22,73.4,L,L,L
157.22,59.9,S,S,S
174.63,87.4,L,L,XL
181.38,86.0,L,L,XL
177.62,71.8,L,,L
168.8,61.9,,M,M
178.98,72.1,,,L
158.89,52.6,,S,S
171.84,74.8,L,L,L
156.24,51.9,M,S,S
161.1,47.8,M,M,S
175.95,69.7,L,M,L
170.13,60.9,,S,M
153.28,51.6,S,S,S
166.74,61.3,L,M,M
177.99,90.3,L,L,XL
184.34,105.2,,L,XXL
158.89,50.3,S,S,S
176.0,79.2,L,L,L
187.06,98.9,L,L,XXL
162.61,59.8,M,L,M
179.59,85.1,L,L,XL
168.16,66.7,M,S,M
177.02,74.5,,,L
161.2,50.2,M,S,S
178.33,108.8,L,,XXL
184.76,108.1,L,L,XXL
176.06,75.8,L,L,L
158.56,54.0,S,M,S
191.39,99.7,,L,XXL
164.09,48.2,S,S,S
180.42,105.1,,L,XXL
176.45,79.1,L,L,XL
187.72,96.7,L,,XXL
156.26,52.0,M,S,S
176.69,88.8,L,L,XL
181.56,83.3,,L,XL
178.04,69.0,M,L,L
156.93,54.5,S,,S
181.04,100.5,,L,XXL
156.67,53.6,S,S,S
182.43,108.7,L,,XXL
159.04,50.3,S,S,S
179.19,78.4,,L,XL
182.89,84.2,L,L,XL
164.51,60.6,M,S,M
166.99,65.5,,,M
186.84,102.0,L,,XXL
180.97,82.5,L,L,XL
155.31,55.6,,,S
170.75,64.3,L,M,M
168.51,63.8,L,M,M
157.06,57.9,S,S,S
181.76,80.7,,L,XL
183.08,104.8,L,L,XXL
167.73,63.9,M,,M
176.49,95.5,L,L,XXL
167.99,61.5,,S,M
178.49,87.5,L,L,XL
190.1,109.9,L,L,XXL
179.17,83.0,,L,XL
180.97,88.2,L,,XL
168.53,64.9,M,L,M
174.46,73.0,M,M,L
175.55,71.2,,,L
184.61,86.0,L,L,XL
172.4,63.6,,L,M
182.39,102.6,,L,XXL
157.74,52.7,M,S,S
181.46,95.1,L,L,XL
181.76,102.6,L,L,XXL
168.48,61.9,L,M,M
163.78,53.4,S,S,S
171.73,61.2,M,M,M
184.83,85.9,L,L,XL
179.25,90.4,,,XL
170.71,63.3,M,,M
153.87,53.5,S,S,S
188.11,96.6,L,,XXL
178.1,71.7,M,L,L
182.62,108.0,L,L,XXL
170.87,68.5,,M,L
156.94,49.9,,,S
160.41,50.8,S,,S
161.47,51.7,M,S,S
175.35,87.3,L,,XL
164.88,64.8,L,M,M
182.48,88.3,L,L,XL
159.7,49.4,S,M,S
155.23,55.3,M,S,S
155.68,55.0,,M,S
172.97,65.8,M,L,L
184.87,97.2,L,L,XXL
168.98,59.9,L,M,M
176.85,69.2,M,L,L
157.53,56.3,,S,S
176.18,87.2,L,L,XL
158.55,59.0,M,M,S
170.75,71.7,L,,L
173.19,72.4,L,L,L
166.6,64.5,M,M,M
153.82,53.4,,S,S
181.28,84.3,L,L,XL
178.46,94.1,,L,XL
173.55,110.3,,L,XXL
172.33,71.9,M,L,L
159.32,51.6,S,M,S
186.88,88.2,,,XL
156.26,54.4,,,S
153.73,47.6,S,S,S
168.36,62.8,M,L,M
155.17,48.6,M,M,S
182.78,84.8,L,L,XL
167.83,60.3,M,M,M
169.12,65.7,L,M,M
154.86,53.7,S,S,S
180.39,83.7,L,,XL
155.97,50.2,,S,S
172.54,70.6,L,,L
183.99,103.9,,L,XXL
188.85,113.9,L,L,XXL
179.82,117.2,L,,XXL
158.84,52.5,M,,S
180.22,89.1,,L,XL
178.6,88.4,L,L,XL
164.66,57.7,L,M,M
179.84,83.6,,L,XL
165.76,64.3,S,M,M
178.47,72.4,L,L,L
174.79,71.4,M,L,L
167.85,63.7,,M,M
179.85,107.7,L,L,XXL
171.29,71.7,L,,L
177.86,82.1,L,L,XL
171.26,60.7,M,M,M
169.4,64.2,M,L,M
155.42,46.0,S,,S
158.33,51.0,M,,S
159.67,47.6,M,S,S
154.37,53.3,M,,S
176.97,73.2,,,L
172.89,73.5,,L,L
179.95,85.4,L,L,XL
154.89,49.9,S,S,S
156.1,54.5,S,M,S
179.35,79.3,L,,XL
168.5,61.3,M,M,M
178.68,87.1,L,L,XL
178.19,73.2,L,L,L
167.8,63.4,M,M,M
169.81,62.4,,S,M
178.11,85.4,L,L,XL
173.67,70.7,L,L,L
170.69,75.5,L,L,L
166.57,62.7,,,M
167.27,65.5,M,M,M
176.95,75.0,M,L,L
184.39,83.2,L,,XL
171.09,82.7,L,L,XL
193.16,98.7,L,L,XXL
177.43,84.4,,L,XL
174.01,75.6,,L,L
180.47,81.7,L,L,XL
158.04,57.5,M,M,S
163.02,60.3,S,M,M
175.45,73.1,M,L,L
179.48,106.9,L,L,XXL
182.84,86.6,L,L,XL
173.13,69.0,,L,L
178.47,84.7,L,L,XL
178.3,72.4,M,L,L
182.11,110.7,L,L,XXL
167.04,62.3,M,M,M
177.98,83.6,L,L,XL
179.54,100.4,L,L,XXL
169.19,65.3,M,M,M
185.24,81.8,L,L,XL
174.71,74.0,L,L,L
155.72,51.6,,S,S
157.76,56.5,S,,S
158.55,57.2,S,S,S
178.78,79.3,,L,XL
174.85,76.2,L,M,L
166.31,64.4,M,L,M
166.23,60.6,L,M,M
167.06,60.9,,M,M
172.42,61.5,,,M
167.98,60.7,M,S,M
181.26,81.6,,L,XL
171.92,75.1,L,,L
184.16,87.4,L,L,XL
179.01,88.9,,L,XL
158.72,53.4,S,M,S
177.11,70.8,L,L,L
184.77,97.1,L,,XXL
171.89,58.8,M,,M
187.09,105.1,,L,XXL
185.72,107.7,L,L,XXL
154.85,51.0,,S,S
177.94,83.6,L,L,XL
181.58,90.7,,L,XL
169.56,64.3,L,M,M
166.25,61.9,S,,M
174.54,70.9,L,,L
168.8,64.5,M,M,M
162.47,49.5,S,,S
176.47,68.2,M,L,L
175.0,104.9,L,L,XXL
165.97,64.1,S,M,M
173.85,74.1,L,M,L
174.67,92.7,L,,XL
172.12,89.1,L,L,XL
188.78,83.9,,L,XL
177.29,73.5,M,M,L
158.72,53.1,S,,S
178.06,88.0,,L,XL
187.57,103.1,,,XXL
155.92,47.1,M,,S
178.31,75.7,L,M,L
166.14,64.9,M,M,M
155.03,54.2,,,S
174.61,71.7,L,M,L
171.63,72.4,L,M,L
184.57,104.3,L,L,XXL
162.82,60.3,L,S,M
176.44,79.8,L,L,XL
184.43,91.2,L,L,XL
184.67,105.9,L,L,XXL
175.43,68.2,L,L,L
179.73,80.8,L,L,XL
182.12,112.5,L,,XXL
188.55,104.6,L,L,XXL
166.94,60.0,M,S,M
161.74,64.5,M,,M
162.62,60.1,M,S,M
178.43,84.2,L,L,XL
160.98,52.9,S,M,S
185.22,110.7,L,L,XXL
174.32,104.4,L,L,XXL
157.02,48.9,S,S,S
156.29,52.2,M,S,S
179.2,99.9,L,L,XXL
173.33,70.8,L,,L
178.05,72.6,,L,L
176.18,74.9,M,M,L
168.21,62.4,M,,M
167.02,62.8,L,S,M
165.93,59.7,M,S,M
182.16,89.4,L,L,XL
183.0,78.6,L,,XL
168.03,61.5,M,M,M
184.89,101.6,L,L,XXL
178.61,82.2,,L,XL
180.86,92.1,L,L,XL
166.68,63.5,M,M,M
187.96,86.4,L,L,XL
172.55,77.0,L,L,L
159.79,49.3,,,S
175.22,72.2,L,M,L
158.25,53.1,M,M,S
182.59,98.6,,L,XXL
187.91,115.9,,L,XXL
188.21,104.8,L,L,XXL
170.75,90.3,L,L,XL
174.78,71.1,L,M,L
175.21,74.6,M,M,L
156.29,54.4,S,M,S
174.07,71.9,M,M,L
167.42,59.6,L,S,M
181.38,90.8,L,,XL
174.35,75.1,,M,L
176.66,85.3,L,L,XL
183.16,104.7,L,L,XXL
169.35,62.0,M,L,M
183.0,109.6,,,XXL
170.41,61.3,L,L,M
172.14,72.5,L,M,L
159.45,52.7,S,,S
168.85,61.4,,L,M
159.72,54.0,S,S,S
166.35,62.7,,S,M
158.3,53.2,,S,S
178.3,95.8,L,L,XXL
169.42,63.7,M,M,M
185.77,111.5,,L,XXL
167.61,64.5,L,M,M
179.21,86.2,L,L,XL
179.22,74.0,L,M,L
167.26,64.3,L,M,M
154.57,52.2,M,M,S
185.71,108.1,L,,XXL
177.99,74.4,,M,L
168.46,58.7,M,M,M
177.68,84.8,L,L,XL
176.17,74.3,L,,L
165.93,64.4,M,S,M
161.14,54.0,S,,S
166.99,60.0,M,M,M
168.7,63.7,S,M,M
176.07,88.3,,L,XL
181.65,98.5,L,L,XXL
168.94,60.8,M,M,M
185.51,84.3,,L,XL
175.46,73.1,L,L,L
159.77,52.9,S,M,S
187.43,101.4,L,L,XXL
187.37,101.4,L,,XXL
190.16,92.9,L,L,XXL
175.06,71.5,L,M,L
177.68,101.2,L,L,XXL
181.92,81.6,L,L,XL
166.66,62.9,M,M,M
180.83,86.2,L,L,XL
184.64,89.1,L,L,XL
169.19,67.6,S,M,M
165.75,62.4,S,M,M
175.89,70.6,L,L,L
172.83,74.2,M,M,L
177.07,74.8,M,M,L
178.1,84.1,,L,XL
172.8,74.0,L,M,L
172.12,59.2,M,M,M
154.82,53.7,,S,S
176.84,76.7,M,L,L
172.51,69.9,,M,L
166.94,63.3,M,,M
166.32,65.1,M,M,M
184.67,87.7,,L,XL
165.52,66.8,M,M,M
184.58,86.3,,,XL
159.22,53.5,S,M,S
182.32,87.4,L,L,XL
174.57,86.2,L,L,XL
153.53,51.5,S,S,S
156.86,53.9,,M,S
170.49,64.1,L,M,M
175.73,71.2,M,L,L
176.2,82.9,L,L,XL
176.12,74.3,L,L,L
171.51,64.8,L,M,M
168.59,60.3,M,M,M
184.18,109.3,L,L,XXL
184.18,98.2,L,L,XXL
169.83,65.1,,S,M
179.56,79.8,L,,XL
152.66,52.1,S,M,S
158.74,54.3,M,M,S
182.73,82.5,,L,XL
177.88,66.7,L,L,L
166.55,64.9,,L,M
155.18,52.7,,S,S
184.32,102.6,L,L,XXL
174.3,73.8,M,L,L
176.59,72.8,M,L,L
165.72,61.6,,,M
180.17,78.2,L,L,XL
153.81,49.8,S,,S
163.61,61.7,M,M,M
175.85,85.7,L,L,XL
167.18,60.0,M,,M
177.5,71.6,M,M,L
167.78,61.3,L,M,M
177.38,83.7,L,L,XL
153.44,54.4,M,S,S
186.22,100.9,L,L,XXL
177.13,74.0,L,M,L
186.12,112.4,L,L,XXL
169.77,63.0,,S,M
179.2,90.6,L,L,XL
178.92,68.9,L,M,L
182.05,88.0,L,L,XL
174.22,70.9,L,L,L
179.12,83.0,L,L,XL
182.39,87.9,L,L,XL
167.78,62.6,M,L,M
155.32,50.6,,S,S
177.5,102.3,,,XXL
156.98,50.8,,S,S
170.6,60.4,M,S,M
168.87,64.2,M,M,M
166.31,59.1,M,L,M
158.27,53.4,,S,S
175.17,68.8,,L,L
170.18,73.5,M,M,L
174.85,85.5,,,XL
175.93,70.4,,L,L
178.57,104.4,L,,XXL
179.66,81.5,L,L,XL
173.68,72.5,L,L,L
162.26,52.4,S,S,S
162.53,51.8,S,S,S
165.89,65.1,S,M,M
157.16,51.2,,,S
171.04,72.6,L,M,L
158.6,49.3,S,M,S
159.31,48.6,S,S,S
179.23,88.2,L,,XL
177.25,73.1,L,L,L
163.56,60.3,L,M,M
176.89,81.4,L,L,XL
166.53,62.4,L,,M
175.7,75.0,,,L
166.32,65.7,,M,M
189.49,116.8,L,L,XXL
184.7,107.2,,L,XXL
167.55,67.2,M,,M
169.96,64.1,M,,M
168.65,63.1,,L,M
177.83,70.4,M,L,L
156.76,53.2,S,S,S
182.99,106.5,L,,XXL
185.13,104.3,L,L,XXL
174.54,75.1,M,,L
176.48,72.3,L,,L
171.34,76.8,L,M,L
186.11,107.6,L,L,XXL
169.39,61.7,S,L,M
176.74,74.8,L,M,L
185.22,110.4,,L,XXL
154.5,53.2,,S,S
170.29,63.0,,,M
176.1,76.0,,L,L
176.17,92.8,L,L,XL
157.52,49.6,S,S,S
181.25,91.7,,,XXL
173.22,73.2,,M,L
165.96,61.7,S,,M
170.34,60.5,M,L,M
177.61,88.3,L,L,XL
175.56,70.0,L,M,L
158.39,52.6,S,S,S
173.86,71.4,L,M,L
170.94,66.4,S,S,M
188.95,112.0,L,L,XXL
154.6,48.5,,M,S
178.56,107.9,L,L,XXL
179.7,79.6,,L,XL
182.47,109.4,,,XXL
168.38,65.3,M,,M
155.78,48.3,S,,S
173.76,84.4,,L,XL
151.36,51.3,S,S,S
155.15,55.4,,S,S
174.05,81.7,L,L,XL
176.81,90.2,L,L,XL
165.58,60.2,S,S,M
164.79,61.7,,S,M
169.15,64.5,,M,M
187.35,110.8,L,L,XXL
148.1,54.8,S,S,S
178.25,88.4,L,L,XL
184.68,118.3,L,,XXL
180.57,92.5,,L,XXL
160.92,50.5,S,,S
165.4,59.1,L,,M
167.36,58.3,M,M,M
178.56,85.5,L,,XL
177.7,64.3,L,,L
174.36,71.2,,L,L
169.32,60.0,M,L,M
157.59,57.4,S,S,S
157.99,51.4,S,S,S
184.9,109.6,L,L,XXL
176.09,75.0,,L,L
180.81,82.4,L,,XL
182.78,88.7,L,,XL
174.21,74.6,L,M,L
168.91,60.7,M,M,M
173.88,70.6,M,L,L
157.19,48.1,M,S,S
182.83,96.1,L,L,XXL
185.14,82.3,,L,XL
172.37,70.8,M,M,L
177.73,112.2,,,XXL
181.96,102.0,L,L,XXL
168.65,65.0,M,,M
184.28,106.7,L,,XXL
186.92,83.3,L,,XL
155.49,53.5,S,S,S
170.14,74.9,L,M,L
155.88,51.3,S,S,S
154.04,54.4,M,M,S
177.41,81.7,,L,XL
187.11,84.5,L,L,XL
179.33,86.3,L,L,XL
184.82,87.1,,L,XL
179.62,82.5,,L,XL
179.3,85.1,L,,XL
170.02,63.5,M,M,M
186.64,82.2,L,L,XL
181.1,85.4,L,L,XL
164.44,65.7,M,S,M
181.6,77.6,,L,XL
179.45,84.7,L,L,XL
155.63,51.8,M,S,S
186.64,110.3,L,L,XXL
180.67,101.6,,L,XXL
181.14,111.5,L,L,XXL
180.72,96.7,L,,XXL
176.65,72.5,,M,L
178.33,109.2,L,L,XXL
179.96,90.3,L,,XL
185.45,86.7,L,L,XL
177.69,103.7,L,L,XXL
179.04,75.7,,,XL
148.65,55.7,,S,S
171.42,77.1,M,L,L
176.74,83.3,L,L,XL
163.03,63.6,M,M,M
181.32,84.0,L,L,XL
156.49,54.7,S,S,S
177.5,87.2,,L,XL
181.75,104.5,L,,XXL
165.76,62.6,M,M,M
181.17,104.8,,L,XXL
155.25,56.7,S,,S
154.72,54.1,,S,S
179.95,89.6,L,L,XL
174.44,104.1,L,L,XXL
169.72,63.2,M,M,M
177.32,96.0,,,XXL
171.37,59.7,M,M,M
154.81,52.7,,M,S
175.46,70.3,,M,L
167.83,64.0,S,M,M
176.32,74.2,L,,L
177.63,89.2,L,L,XL
182.1,85.1,,L,XL
157.6,53.6,M,S,S
159.86,51.5,M,S,S
183.73,104.8,L,L,XXL
162.13,50.0,S,,S
173.64,72.8,L,,L
177.49,71.9,,L,L
175.73,83.2,,L,XL
166.91,63.2,L,M,M
159.87,50.2,,S,S
182.78,105.1,L,L,XXL
184.97,99.7,,,XXL
181.74,97.8,L,L,XXL
174.4,71.9,,,L
174.72,71.3,M,M,L
159.74,55.5,M,S,S
175.33,93.6,L,L,XL
180.05,85.5,L,,XL
174.64,70.8,,L,L
184.64,83.0,L,L,XL
174.21,68.5,L,L,L
176.32,70.5,L,L,L
152.86,53.1,,M,S
180.65,93.2,L,L,XL
159.89,50.7,,M,S
173.82,73.1,,M,L
154.18,56.4,S,,S
155.75,54.1,M,,S
162.71,65.4,M,M,M
156.8,54.3,S,S,S
187.4,87.3,L,L,XL
180.0,82.4,L,,XL
163.08,62.0,M,S,M
171.41,61.6,M,M,M
183.55,99.5,L,,XXL
172.07,74.1,L,L,L
162.78,63.1,M,L,M
175.33,74.9,,L,L
164.39,64.1,,M,M
169.82,72.1,M,M,L
175.32,72.4,,L,L
178.79,102.4,L,L,XXL
157.28,48.7,,S,S
168.6,61.7,,,M
154.99,49.1,S,S,S
168.47,58.6,S,S,M
181.7,102.2,L,L,XXL
182.14,85.8,,,XL
183.46,86.1,L,L,XL
168.0,64.0,,M,M
182.36,91.1,L,L,XL
183.36,110.7,L,L,XXL
169.16,61.7,M,,M
169.44,64.6,,M,M
181.56,109.2,,L,XXL
179.09,73.0,L,,L
159.25,51.0,S,,S
173.24,72.2,L,L,L
169.39,62.1,M,M,M
176.48,81.0,L,L,XL
182.26,101.8,,L,XXL
169.64,63.1,M,S,M
162.61,58.7,L,M,M
185.12,79.3,L,L,XL
183.7,82.8,L,L,XL
160.19,53.4,S,M,S
182.41,86.3,L,L,XL
168.52,60.2,L,S,M
174.21,72.5,L,M,L
165.37,61.6,M,S,M
171.11,62.4,M,S,M
174.42,78.9,L,L,L
176.21,74.2,,M,L
157.6,53.2,S,S,S
187.68,101.9,,L,XXL
165.9,65.8,M,S,M
172.75,72.9,L,L,L
182.01,87.7,,,XL
153.23,52.0,S,,S
188.21,101.6,,L,XXL
166.83,61.0,M,S,M
157.81,53.1,S,S,S
173.97,72.2,,L,L
178.3,82.3,L,L,XL
174.92,88.7,,L,XL
186.57,105.1,L,L,XXL
175.8,83.5,L,L,XL
180.69,103.3,L,L,XXL
177.39,74.4,L,M,L
175.9,86.3,,L,XL
175.83,85.5,,L,XL
176.2,92.9,L,L,XL
171.3,73.8,,,L
173.82,77.8,,L,L
160.53,53.3,S,S,S
167.53,60.7,L,M,M
163.9,63.0,L,M,M
156.3,52.8,S,,S
184.56,112.1,,L,XXL
174.97,73.7,M,L,L
175.49,71.0,L,L,L
171.89,74.8,L,L,L
167.67,66.1,M,M,M
178.97,79.9,L,L,XL
178.4,80.4,L,L,XL
169.34,65.3,M,,M
185.4,105.7,L,L,XXL
157.63,53.8,M,,S
174.38,73.9,,L,L
176.55,86.6,,L,XL
183.0,81.8,L,L,XL
181.29,89.6,,L,XL
178.66,83.4,L,L,XL
180.38,107.6,L,,XXL
176.42,86.6,L,L,XL
178.04,85.9,L,L,XL
176.2,70.1,,L,L
176.18,77.1,L,,XL
176.93,92.1,,L,XL
183.87,87.5,L,L,XL
174.59,82.7,L,L,XL
163.14,62.8,M,M,M
169.27,59.8,M,M,M
157.49,51.2,S,M,S
169.3,63.8,M,M,M
159.99,52.8,,S,S
181.63,80.2,,L,XL
178.93,84.5,L,L,XL
157.86,52.8,M,S,S
167.63,64.2,,M,M
164.83,63.2,L,M,M
179.4,83.7,L,L,XL
158.34,54.6,M,M,S
185.28,86.3,,L,XL
176.34,84.9,L,L,XL
176.11,72.9,L,L,L
177.99,82.0,L,L,XL
171.76,71.5,L,L,L
177.31,87.7,L,L,XL
184.66,86.9,,,XL
173.89,73.4,,L,L
158.98,51.0,,S,S
190.79,98.1,L,L,XXL
156.97,51.7,M,,S
183.46,84.2,L,L,XL
178.22,104.1,L,L,XXL
186.44,101.2,L,L,XXL
183.87,88.3,L,L,XL
176.91,72.0,L,M,L
167.2,63.8,M,,M
156.79,54.0,S,M,S
180.29,84.7,L,L,XL
161.22,50.0,S,M,S
181.41,84.3,L,L,XL
173.48,69.3,L,M,L
154.55,49.3,,S,S
169.72,62.7,M,S,M
187.35,106.3,L,L,XXL
157.72,52.8,M,M,S
178.87,91.7,L,L,XL
160.34,49.6,S,S,S
178.09,77.2,L,M,L
166.44,64.4,S,S,M
170.64,62.9,M,M,M
179.13,92.4,L,L,XL
153.98,53.3,M,S,S
171.42,59.2,M,M,M
177.85,83.5,L,L,XL
184.53,102.1,,,XXL
157.65,50.0,S,M,S
164.51,64.9,M,L,M
167.86,60.3,M,S,M
177.49,80.1,,L,XL
180.04,103.9,,,XXL
171.72,63.7,,L,M
173.8,75.3,M,M,L
182.17,85.7,L,L,XL
167.65,64.0,S,M,M
181.32,106.2,,L,XXL
172.74,73.7,L,L,L
157.13,53.7,S,S,S
166.64,65.0,L,S,M
177.68,98.7,L,L,XXL
169.35,61.8,L,S,M
175.6,71.2,,L,L
182.12,87.1,,,XL
180.04,84.2,,L,XL
183.62,102.4,L,L,XXL
187.2,106.4,L,,XXL
164.23,60.7,L,,M
166.94,59.7,M,M,M
185.33,107.8,,,XXL
156.8,49.8,M,,S
180.32,99.8,L,L,XXL
182.24,108.0,,L,XXL
171.99,73.4,M,M,L
164.98,59.2,L,M,M
180.12,86.7,L,L,XL
168.01,63.2,M,M,M
180.22,87.7,L,L,XL
167.78,63.5,L,M,M
157.24,52.4,,S,S
185.11,90.2,L,L,XL
184.1,96.6,,L,XXL
173.09,72.5,,M,L
177.84,75.2,L,,L
184.14,74.3,L,L,XL
176.44,88.3,L,L,XL
172.56,75.4,L,M,L
183.66,84.0,L,L,XL
187.67,85.1,,L,XL
174.37,73.5,M,M,L
168.01,59.9,L,M,M
156.29,57.4,S,S,S
180.39,87.4,L,L,XL
156.19,52.6,,S,S
