height,weight,chest_size,waist_size,size
164.76,62.8,,M,M
176.01,78.0,L,L,L
177.4,76.9,L,L,L
165.23,66.0,M,,M
154.83,52.0,S,M,S
160.84,56.8,M,S,S
160.3,53.3,L,S,S
167.68,66.3,M,M,M
177.15,81.0,L,L,L
158.29,52.4,,L,S
171.46,67.9,S,M,M
160.72,47.6,S,,S
159.53,54.1,S,S,S
176.53,76.2,M,M,L
159.01,50.5,S,M,S
162.06,52.9,S,M,S
158.41,53.5,S,,S
182.39,96.6,L,L,XXL
168.87,66.0,,,M
175.02,92.5,L,L,XL
164.13,59.9,M,M,M
185.45,123.3,L,L,XXL
164.52,62.8,M,L,M
176.35,75.0,L,L,L
177.05,90.7,L,M,XL
160.49,51.9,M,,S
157.13,51.2,S,S,S
160.33,53.3,S,S,S
164.81,65.1,M,,M
178.73,92.3,L,L,XL
165.08,61.8,L,M,M
157.63,53.0,M,S,S
174.67,88.3,L,,XL
154.4,50.7,S,S,S
159.09,53.4,L,,S
178.56,90.2,L,M,XL
185.29,111.0,L,L,XXL
174.56,108.5,,L,XXL
182.81,112.5,,L,XXL
178.73,86.3,L,L,XL
186.6,109.4,L,L,XXL
165.98,67.5,M,M,M
179.06,92.6,L,L,XL
184.55,112.7,L,L,XXL
167.87,61.8,,,M
176.51,92.3,L,L,XL
172.02,73.8,L,L,L
188.71,107.7,L,L,XXL
178.92,101.6,L,L,XXL
186.95,117.3,L,L,XXL
167.7,65.3,,M,M
187.07,109.8,L,,XXL
178.65,91.1,L,,XL
179.86,112.1,,,XXL
170.55,82.4,L,L,L
176.79,75.8,L,M,L
161.97,50.9,S,S,S
166.96,61.3,M,M,M
168.15,62.1,M,M,M
174.94,91.7,L,L,XL
163.33,50.2,S,S,S
184.4,106.6,L,L,XXL
171.06,80.2,L,M,L
160.94,51.7,,,S
186.35,114.4,,L,XXL
158.55,50.7,S,S,S
163.66,64.6,M,L,M
179.76,76.0,M,M,L
157.54,48.4,S,S,S
160.82,53.8,,S,S
178.03,74.6,M,L,L
168.13,64.4,L,S,M
178.4,111.2,,,XXL
171.68,79.7,L,M,L
170.18,66.0,M,M,M
179.51,89.1,L,L,XL
155.78,49.8,S,S,S
159.32,53.5,S,S,S
180.71,95.9,M,L,XL
163.13,63.2,L,L,M
172.2,77.2,L,L,L
178.96,92.6,L,L,XL
172.0,82.6,L,L,L
183.74,104.8,,L,XXL
155.38,54.2,S,M,S
167.58,68.9,M,S,M
160.01,52.1,M,M,S
161.76,68.0,M,M,M
166.22,65.6,M,L,M
166.71,63.7,M,L,M
170.5,65.6,L,L,M
156.34,51.5,M,M,S
170.02,78.7,L,L,L
179.17,98.6,L,L,XXL
178.85,105.8,L,L,XXL
176.86,64.1,L,,M
169.32,69.1,M,L,M
162.25,51.7,L,,S
174.76,90.2,L,,XL
155.74,52.8,S,M,S
159.1,56.5,M,,S
179.19,88.8,L,L,XL
168.03,63.6,L,,M
158.08,54.4,S,S,S
187.14,102.8,L,L,XXL
164.11,64.0,M,M,M
171.51,76.3,L,L,L
153.87,48.3,S,L,S
170.16,77.0,L,L,L
181.63,89.4,M,,XL
175.65,91.8,L,,XL
180.86,100.8,,L,XXL
171.03,64.1,M,L,M
163.4,62.4,M,M,M
183.26,107.2,L,L,XXL
166.16,66.4,M,M,M
169.01,64.6,M,M,M
180.81,91.1,L,L,XL
155.44,50.8,M,S,S
175.2,75.8,M,,L
186.68,92.6,,L,XL
169.14,63.1,M,,M
168.55,61.9,M,M,M
158.27,52.7,,S,S
183.58,88.4,L,L,XL
166.75,63.9,M,L,M
171.71,78.0,M,L,L
164.65,74.9,,L,L
176.11,92.3,L,L,XL
163.39,67.6,M,M,M
182.95,90.8,L,L,XL
184.22,88.9,L,L,XL
173.24,78.1,L,L,L
177.07,107.4,L,L,XXL
161.66,51.1,,L,S
166.02,63.9,,L,M
158.9,51.6,S,L,S
158.29,53.8,S,,S
173.35,74.5,M,M,L
166.57,62.6,M,S,M
171.78,77.9,L,L,L
166.12,69.3,M,M,M
169.57,65.9,M,M,M
162.24,49.3,S,S,S
178.52,94.1,L,L,XL
160.82,51.0,,M,S
175.86,112.7,,L,XXL
165.55,63.6,M,S,M
165.76,64.5,M,,M
166.52,64.3,M,M,M
156.86,53.0,M,S,S
175.49,79.0,L,,L
175.71,78.5,L,,L
172.9,78.7,L,L,L
165.15,79.6,,M,L
155.61,52.9,S,,S
182.64,111.8,L,L,XXL
172.84,94.3,L,L,XL
180.06,90.4,L,L,XL
171.51,79.9,,L,L
157.41,55.7,S,,S
163.37,49.8,,S,S
183.91,113.1,L,L,XXL
157.08,52.4,S,M,S
167.58,67.8,M,,M
171.25,75.6,M,L,L
154.91,56.3,S,M,S
182.37,106.9,,L,XXL
174.24,88.9,L,L,XL
184.38,112.2,L,L,XXL
167.07,66.3,M,L,M
167.61,64.8,L,M,M
185.17,113.0,L,,XXL
167.84,64.7,,M,M
180.96,94.7,L,L,XL
155.64,52.9,S,M,S
179.0,88.9,L,,XL
174.79,77.4,L,L,L
178.77,79.6,M,M,L
177.38,91.1,L,L,XL
157.27,56.4,S,S,S
170.75,74.6,L,L,L
159.56,52.1,S,S,S
175.78,68.1,M,M,M
180.04,114.5,L,L,XXL
163.3,51.0,S,M,S
157.94,52.6,,S,S
152.85,53.2,,S,S
176.64,85.8,L,M,XL
175.46,78.3,L,L,L
167.71,65.7,M,,M
167.45,62.7,M,L,M
171.27,64.7,,L,M
159.77,56.7,,S,S
164.42,65.8,M,L,M
174.24,81.2,M,,L
179.64,89.0,L,M,XL
163.53,52.1,S,S,S
155.09,49.8,S,S,S
175.25,74.6,L,L,L
168.01,66.9,M,M,M
178.86,91.7,L,L,XL
169.6,62.9,M,L,M
179.57,86.5,,L,XL
173.69,82.1,L,,L
163.92,63.5,L,M,M
154.87,56.0,S,,S
167.4,62.5,M,M,M
178.59,89.4,L,,XL
181.93,91.1,L,,XL
174.14,79.4,L,L,L
173.79,95.6,L,L,XL
182.57,110.4,L,L,XXL
177.19,84.8,M,L,XL
160.84,52.8,S,S,S
179.02,92.3,M,L,XL
153.19,55.8,S,,S
178.55,89.7,L,L,XL
171.62,83.6,L,,XL
180.41,78.2,L,M,L
166.08,64.3,,M,M
151.55,53.5,S,S,S
158.77,51.5,S,S,S
182.62,111.0,,L,XXL
172.77,76.4,L,L,L
183.13,118.7,,L,XXL
184.53,113.2,L,L,XXL
178.27,81.8,L,M,L
177.71,94.8,L,L,XL
180.2,91.6,L,L,XL
177.6,94.3,L,L,XL
169.09,67.5,M,M,M
159.22,54.2,S,S,S
180.51,93.0,,L,XL
168.21,66.6,M,M,M
167.69,65.2,M,M,M
183.99,114.7,L,L,XXL
182.99,119.6,L,L,XXL
180.08,88.1,M,L,XL
172.87,77.8,L,L,L
157.76,50.7,M,M,S
174.27,81.4,M,,L
173.53,74.3,L,M,L
175.08,75.2,M,L,L
162.92,65.2,S,M,M
170.96,61.1,S,L,M
173.58,77.4,M,,L
181.27,104.7,L,L,XXL
180.53,86.4,L,L,XL
167.49,64.3,,L,M
169.09,64.5,,,M
171.47,64.9,M,M,M
173.48,77.7,M,L,L
160.0,55.3,S,S,S
178.62,92.2,L,,XL
156.06,57.0,S,S,S
175.33,78.4,L,L,L
172.27,71.3,L,L,L
167.69,65.3,,M,M
163.35,56.0,S,S,S
167.6,64.5,M,M,M
179.11,108.9,L,L,XXL
167.54,61.5,M,M,M
181.39,85.6,L,L,XL
169.62,79.6,,L,L
180.16,93.5,L,L,XL
159.05,52.1,S,,S
172.77,75.8,L,L,L
179.19,93.8,M,,XL
166.63,65.7,M,L,M
178.09,102.0,L,L,XXL
174.06,93.0,L,L,XL
157.51,48.7,S,,S
172.19,90.8,M,L,XL
181.58,110.4,L,L,XXL
172.54,92.8,L,L,XL
177.9,91.0,L,L,XL
176.57,90.5,,L,XL
160.58,53.9,S,M,S
158.12,51.2,S,S,S
187.58,89.0,M,L,XL
170.57,78.1,L,L,L
161.52,51.2,S,,S
155.14,56.0,S,,S
165.54,65.3,M,,M
181.62,106.5,L,L,XXL
169.05,60.9,M,L,M
156.02,50.3,S,M,S
167.05,63.6,L,S,M
180.37,112.8,,L,XXL
171.14,76.9,M,M,L
180.46,113.3,L,L,XXL
166.11,63.5,L,M,M
187.95,106.2,L,L,XXL
158.96,53.3,S,M,S
159.24,55.1,M,S,S
167.28,64.8,M,M,M
176.15,93.4,M,L,XL
176.32,89.3,L,M,XL
155.99,49.4,L,L,S
159.82,54.7,S,M,S
181.33,91.7,M,M,XL
182.7,92.8,L,L,XL
176.91,76.0,L,L,L
177.17,90.3,,L,XL
165.86,64.0,M,M,M
173.95,94.9,L,L,XL
175.25,91.7,L,L,XL
175.86,93.4,L,L,XL
154.54,51.1,M,S,S
162.51,67.1,L,L,M
171.54,79.2,M,,L
170.47,66.7,,M,M
179.89,89.5,M,L,XL
177.17,98.0,L,L,XL
174.81,87.4,L,L,XL
156.43,49.0,M,M,S
181.94,89.3,L,L,XL
173.18,90.2,L,M,XL
171.5,80.2,M,L,L
176.91,76.0,L,L,L
172.79,76.6,M,L,L
173.12,80.2,,,L
182.63,87.9,L,L,XL
178.18,91.6,L,L,XL
158.53,52.0,,,S
173.19,61.3,M,M,M
180.15,95.3,M,L,XL
164.41,64.3,L,L,M
174.51,72.8,M,L,L
174.45,114.1,,L,XXL
186.03,104.6,L,,XXL
172.06,115.2,L,L,XXL
158.01,53.3,S,S,S
159.44,50.5,S,M,S
179.94,107.9,,L,XXL
176.95,79.3,M,L,L
172.06,78.3,L,M,L
179.66,89.0,L,L,XL
175.35,79.0,L,,L
157.25,50.0,S,M,S
175.08,78.3,L,,L
176.92,75.1,M,L,L
175.23,76.1,L,M,L
172.89,80.4,L,,L
173.3,78.2,L,L,L
162.22,52.6,,S,S
158.68,49.7,,S,S
152.3,47.6,S,M,S
173.7,77.1,L,M,L
160.7,56.3,S,S,S
183.71,86.3,L,,XL
170.93,75.3,M,M,L
179.31,92.2,L,L,XL
159.32,50.2,M,S,S
168.92,58.0,S,M,M
171.54,72.9,L,M,L
157.24,54.2,L,S,S
171.3,65.2,M,,M
159.05,58.4,S,M,S
167.28,61.6,S,M,M
177.72,114.3,L,L,XXL
161.37,53.9,S,M,S
177.72,107.2,L,L,XXL
165.28,54.3,M,S,S
182.13,116.5,L,L,XXL
175.38,86.3,L,L,XL
160.95,51.2,S,M,S
171.9,89.6,L,,XL
176.41,82.2,L,M,L
160.22,54.2,S,S,S
179.68,92.3,M,L,XL
166.63,62.3,M,M,M
180.38,105.8,L,L,XXL
184.0,88.4,L,,XL
161.19,50.4,S,S,S
180.84,92.1,L,L,XL
176.69,83.8,L,L,XL
158.64,52.3,S,S,S
186.91,110.8,L,L,XXL
176.71,78.8,M,M,L
171.72,77.1,L,L,L
166.94,66.6,L,S,M
180.56,89.5,L,M,XL
166.62,60.5,M,M,M
186.28,90.0,L,L,XL
161.1,52.7,S,S,S
181.83,112.5,L,L,XXL
161.11,50.2,M,M,S
179.31,87.2,L,L,XL
157.94,47.5,,S,S
185.29,114.3,L,,XXL
158.25,51.8,,S,S
175.95,77.5,M,L,L
155.44,49.0,S,L,S
159.82,51.6,S,S,S
156.55,51.3,S,S,S
157.31,51.7,S,S,S
175.71,107.5,L,L,XXL
180.49,101.6,L,L,XXL
173.83,115.3,L,L,XXL
154.71,53.0,M,,S
175.75,80.5,,L,L
184.5,90.6,L,L,XL
170.09,63.2,M,L,M
177.77,92.1,L,,XL
168.01,75.3,L,L,L
171.51,67.9,M,,M
164.82,65.9,M,M,M
175.79,75.5,L,L,L
188.68,106.0,L,L,XXL
157.35,52.1,S,S,S
174.22,74.0,L,L,L
180.59,75.3,L,L,L
168.5,77.4,L,L,L
164.04,57.0,S,M,M
186.77,116.2,L,L,XXL
180.92,92.9,L,,XL
170.33,77.8,M,L,L
178.83,93.7,M,L,XL
182.44,104.4,L,L,XXL
166.57,64.1,,M,M
171.37,66.3,L,S,M
170.52,63.8,,,M
168.99,67.6,M,M,M
179.23,112.5,L,L,XXL
182.88,112.2,L,L,XXL
163.85,64.7,M,,M
181.29,109.3,,L,XXL
180.14,76.2,L,,L
189.01,100.9,L,L,XXL
175.21,80.7,M,L,L
176.1,92.1,M,L,XL
173.17,77.4,M,L,L
175.16,79.2,L,L,L
177.6,90.8,L,,XL
177.09,108.9,L,L,XXL
178.59,92.1,L,L,XL
178.28,90.7,,L,XL
164.99,65.8,L,M,M
160.27,50.1,S,S,S
164.31,64.6,S,M,M
160.45,55.0,S,S,S
179.49,93.0,L,L,XL
167.31,64.3,M,M,M
175.33,89.1,L,L,XL
175.2,88.9,L,L,XL
158.51,56.2,M,M,S
172.25,79.7,M,M,L
156.08,48.3,S,,S
176.33,92.4,L,L,XL
186.5,118.1,,L,XXL
159.77,53.6,L,M,S
154.19,49.4,S,S,S
175.35,80.2,L,L,L
171.89,74.7,L,M,L
157.33,51.0,S,M,S
175.72,92.1,L,M,XL
182.13,88.9,L,L,XL
173.36,92.1,L,L,XL
187.25,111.2,L,L,XXL
170.17,64.3,M,M,M
178.56,90.9,L,,XL
161.13,51.9,S,,S
179.18,92.6,L,L,XL
178.08,110.9,L,,XXL
159.21,53.0,S,S,S
165.1,67.0,L,S,M
172.95,76.5,L,M,L
161.86,51.4,S,S,S
162.61,48.5,,S,S
177.46,110.5,L,L,XXL
181.88,109.3,L,L,XXL
168.99,65.1,M,,M
179.47,100.1,L,,XXL
173.85,87.6,L,L,XL
156.09,54.7,S,S,S
172.15,76.1,L,,L
182.97,109.3,L,L,XXL
170.63,65.8,,M,M
173.03,79.4,M,L,L
175.9,82.0,L,L,L
171.39,66.9,L,,M
178.7,80.3,M,L,L
177.95,92.7,L,L,XL
165.34,56.4,S,L,S
165.47,63.5,M,M,M
152.59,52.5,L,,S
178.71,92.9,,,XL
162.07,52.3,M,L,S
179.13,108.3,,L,XXL
174.53,94.7,L,L,XL
187.0,113.3,L,L,XXL
176.22,89.1,L,,XL
179.42,94.2,L,L,XL
180.32,91.9,M,L,XL
180.81,84.3,L,M,XL
180.45,93.0,L,,XL
187.28,119.7,L,L,XXL
166.1,64.6,L,,M
177.3,111.6,L,L,XXL
180.17,114.9,L,,XXL
172.11,75.9,M,L,L
164.38,65.2,M,,M
174.74,78.4,M,M,L
180.1,94.5,L,M,XL
192.84,108.5,,L,XXL
170.83,81.9,,L,L
172.32,65.2,L,M,M
178.72,109.1,L,L,XXL
175.29,76.9,L,M,L
174.5,76.7,L,M,L
173.49,114.0,L,L,XXL
171.38,77.4,L,M,L
167.71,62.2,M,M,M
177.25,90.8,L,L,XL
166.56,60.5,M,M,M
158.82,53.1,S,S,S
181.49,91.0,L,L,XL
179.12,109.1,L,L,XXL
185.65,111.8,L,L,XXL
175.14,93.9,,M,XL
183.12,93.2,L,L,XL
170.52,74.4,L,M,L
152.59,50.7,M,S,S
174.21,79.2,L,M,L
173.4,92.4,L,,XL
174.77,76.9,L,M,L
176.11,73.6,L,L,L
178.43,122.4,,L,XXL
190.01,108.4,L,L,XXL
157.21,51.6,,S,S
163.83,65.2,,L,M
160.38,52.6,,S,S
175.14,78.7,,L,L
169.76,64.7,M,M,M
167.67,65.2,,L,M
176.11,78.1,L,L,L
183.64,96.4,L,L,XL
170.33,64.9,,L,M
159.67,55.5,M,S,S
158.85,50.2,,M,S
155.75,49.4,S,S,S
157.48,54.1,,S,S
166.35,74.0,M,L,L
176.02,95.2,L,M,XL
177.39,96.2,L,L,XL
176.03,92.7,L,L,XL
170.62,75.3,M,M,L
170.04,65.6,,M,M
161.87,67.5,M,M,M
185.29,111.2,L,L,XXL
169.99,79.0,L,L,L
174.24,105.7,L,L,XXL
178.94,92.9,L,L,XL
174.16,78.7,L,,L
173.03,91.7,L,M,XL
180.11,94.1,M,,XL
163.01,51.1,S,S,S
168.14,63.4,M,M,M
182.87,92.9,L,L,XL
175.27,91.5,L,L,XL
176.58,89.0,L,L,XL
170.64,80.4,L,L,L
167.39,62.7,,M,M
175.52,90.7,L,,XL
164.16,66.9,M,M,M
167.84,66.4,M,M,M
159.91,49.9,S,S,S
156.83,53.3,S,S,S
178.01,88.6,L,L,XL
176.9,87.4,M,L,XL
163.87,64.6,M,S,M
181.67,114.3,L,L,XXL
172.74,76.2,M,L,L
179.23,90.6,L,M,XL
168.43,62.2,M,M,M
170.92,69.4,M,M,M
183.51,108.4,L,L,XXL
165.87,67.9,M,M,M
166.21,64.4,L,M,M
177.73,91.5,,L,XL
165.12,64.9,M,M,M
170.15,76.7,L,M,L
160.54,51.0,S,S,S
159.42,53.9,S,S,S
172.45,89.7,,L,XL
158.81,53.0,,S,S
162.88,60.7,L,M,M
174.13,80.0,L,,L
189.35,118.0,L,L,XXL
175.89,91.0,L,L,XL
171.35,64.7,M,S,M
165.47,65.0,M,,M
153.92,52.9,S,S,S
168.64,66.1,L,M,M
181.86,108.6,L,L,XXL
179.07,91.7,L,L,XL
176.71,78.8,,L,L
175.21,91.0,L,L,XL
173.02,89.9,L,L,XL
169.06,65.8,M,M,M
167.52,65.1,L,M,M
152.44,55.2,S,S,S
162.06,52.4,S,S,S
178.76,90.7,L,L,XL
177.02,91.2,L,L,XL
174.06,93.2,M,L,XL
172.81,67.0,M,L,M
157.63,52.8,S,M,S
165.83,62.0,M,S,M
173.32,75.8,L,,L
158.66,50.6,M,S,S
171.05,78.8,M,L,L
182.26,81.2,L,L,XL
164.87,64.5,L,M,M
165.27,59.3,M,L,M
167.13,66.0,M,M,M
160.0,52.5,S,S,S
160.05,55.0,L,,S
175.32,74.9,L,M,L
166.2,66.1,M,,M
161.81,52.8,S,S,S
164.69,65.7,M,M,M
157.86,51.9,L,S,S
168.59,67.1,M,M,M
178.33,92.6,L,,XL
177.53,90.2,L,,XL
181.62,91.4,,L,XL
173.8,74.7,L,L,L
180.57,93.3,,L,XL
171.46,77.0,L,L,L
169.09,68.8,L,M,M
173.42,76.4,L,,L
157.05,54.9,,,S
176.48,81.7,L,L,XL
174.33,77.7,L,L,L
168.0,63.1,S,,M
159.75,49.5,S,L,S
168.25,66.2,M,S,M
164.51,62.2,M,M,M
180.14,80.0,L,,L
158.04,55.2,S,,S
162.75,51.8,S,S,S
173.32,92.8,L,L,XL
183.46,100.4,L,,XXL
155.9,51.7,,L,S
161.81,65.3,M,M,M
155.51,53.7,M,S,S
162.77,54.6,M,S,S
182.38,95.3,,,XL
184.59,94.5,L,L,XL
180.39,114.7,L,L,XXL
178.74,78.2,L,M,L
186.55,113.4,,,XXL
173.11,74.5,L,L,L
170.03,63.7,M,M,M
159.61,50.4,,S,S
176.09,117.7,L,L,XXL
183.39,94.2,L,,XL
156.59,57.7,S,L,S
178.71,82.3,L,M,XL
161.31,52.2,L,S,S
179.35,87.8,L,L,XL
162.68,65.4,M,M,M
184.79,109.4,L,L,XXL
158.6,57.9,S,,S
181.57,87.9,L,,XL
165.88,64.1,M,M,M
175.96,91.9,L,M,XL
154.23,52.5,,,S
179.13,110.6,L,L,XXL
182.65,108.5,L,L,XXL
181.32,115.2,L,L,XXL
162.55,48.1,,S,S
152.69,51.2,S,S,S
177.11,80.2,,L,L
170.98,76.7,L,L,L
180.92,90.7,L,L,XL
176.72,91.4,M,L,XL
164.51,67.3,M,M,M
161.95,51.8,S,,S
170.21,63.9,M,M,M
184.17,114.0,L,L,XXL
155.4,52.6,,S,S
165.43,49.9,M,L,S
170.43,67.7,L,,M
156.8,55.0,S,,S
166.54,68.7,M,M,M
162.23,51.1,M,M,S
188.38,108.2,L,L,XXL
182.69,88.1,L,L,XL
173.12,79.7,M,L,L
184.24,102.0,L,,XXL
155.05,50.4,S,M,S
181.02,106.7,L,,XXL
176.31,92.6,L,L,XL
179.17,86.0,M,L,XL
180.5,93.4,L,L,XL
174.31,77.8,L,M,L
175.06,73.7,M,L,L
154.94,51.2,S,M,S
167.35,65.9,M,M,M
182.74,111.6,,L,XXL
157.67,53.3,M,S,S
171.33,78.6,L,M,L
175.9,116.8,L,L,XXL
159.98,57.2,M,L,S
172.87,93.3,L,M,XL
182.77,115.5,L,L,XXL
161.04,50.8,S,M,S
187.5,121.5,,L,XXL
184.28,107.4,L,L,XXL
154.65,46.2,S,S,S
173.81,89.2,L,L,XL
180.32,110.4,L,L,XXL
167.31,62.9,,,M
177.6,114.6,L,L,XXL
180.8,113.5,L,L,XXL
170.87,79.5,L,M,L
155.17,50.0,S,S,S
159.96,51.3,S,S,S
179.33,87.6,L,L,XL
159.15,54.7,S,S,S
171.9,77.3,M,M,L
179.76,76.8,,M,L
165.24,62.7,,M,M
186.53,107.6,L,L,XXL
180.0,111.1,L,L,XXL
171.95,74.7,,L,L
175.64,88.4,L,L,XL
159.37,50.4,M,S,S
183.13,88.7,L,M,XL
170.04,74.7,L,M,L
178.47,92.3,,L,XL
187.72,114.1,,L,XXL
176.51,89.7,L,L,XL
159.53,52.8,S,S,S
183.12,104.2,,,XXL
170.55,78.5,L,M,L
170.75,78.3,L,L,L
179.27,85.2,L,L,XL
183.81,111.5,L,L,XXL
178.83,89.6,L,,XL
177.17,88.0,L,L,XL
164.45,67.0,L,M,M
156.44,55.7,S,S,S
165.35,68.8,M,S,M
182.81,114.9,L,L,XXL
183.25,87.0,M,L,XL
166.47,61.9,,M,M
181.14,93.2,L,L,XL
180.54,90.6,L,L,XL
164.43,63.9,L,L,M
159.68,51.8,L,S,S
163.67,67.0,S,S,M
172.4,62.4,M,M,M
164.38,65.0,M,,M
181.39,106.6,L,L,XXL
158.27,55.1,,S,S
178.4,93.3,L,L,XL
172.15,95.7,L,L,XL
168.75,75.2,,L,L
182.8,105.2,L,L,XXL
182.91,118.4,L,L,XXL
174.04,114.6,L,L,XXL
178.95,90.6,L,,XL
178.76,91.3,,L,XL
175.67,89.8,L,L,XL
178.47,89.2,,L,XL
180.66,113.3,L,,XXL
179.75,95.1,M,L,XL
165.74,65.8,S,L,M
182.07,110.6,L,L,XXL
180.88,92.4,,L,XL
174.49,80.0,M,,L
170.65,66.5,M,S,M
157.81,50.2,S,S,S
173.48,76.7,L,,L
172.9,77.8,,M,L
178.54,92.3,,L,XL
173.95,78.7,L,L,L
175.76,74.3,L,L,L
156.0,50.8,S,S,S
165.61,67.4,M,L,M
169.79,65.5,S,M,M
166.22,64.7,S,M,M
171.77,76.8,M,L,L
172.34,78.2,,L,L
183.29,98.7,L,L,XXL
176.19,93.6,M,L,XL
193.15,111.3,L,L,XXL
180.5,106.1,L,L,XXL
169.82,65.2,,M,M
184.22,116.6,L,L,XXL
159.38,54.3,L,M,S
181.75,107.4,L,L,XXL
168.47,64.3,L,M,M
170.39,77.7,M,M,L
164.72,69.2,M,S,M
157.63,56.3,S,M,S
184.7,113.5,L,L,XXL
185.23,106.4,L,L,XXL
171.05,85.7,M,L,XL
174.51,77.0,L,M,L
182.85,108.4,L,L,XXL
188.73,116.3,L,L,XXL
174.11,78.0,M,L,L
164.02,66.6,M,M,M
161.26,49.2,S,,S
168.88,68.0,L,S,M
178.04,76.2,L,L,L
161.29,55.8,M,S,S
180.63,93.7,L,L,XL
182.85,95.7,L,L,XL
157.98,49.9,M,S,S
160.1,52.4,,S,S
167.01,63.0,M,,M
176.95,97.4,,L,XL
177.54,90.4,L,L,XL
170.39,75.2,M,L,L
162.38,52.7,S,S,S
160.54,50.2,S,S,S
158.63,54.3,,,S
157.75,51.2,,S,S
177.02,92.1,L,L,XL
176.94,75.3,L,M,L
172.31,74.9,L,L,L
175.76,91.2,M,L,XL
158.39,54.6,L,L,S
177.5,86.5,L,L,XL
159.55,49.4,S,S,S
157.13,57.0,S,M,S
177.86,118.1,L,L,XXL
166.81,61.8,L,,M
183.11,92.4,,,XL
163.87,66.0,M,M,M
151.69,50.3,,S,S
168.15,66.0,M,M,M
178.01,95.8,L,L,XL
167.26,67.2,,M,M
175.36,87.8,L,L,XL
179.43,91.1,,L,XL
173.94,78.3,,L,L
179.54,92.1,,L,XL
178.8,106.1,L,L,XXL
167.24,67.5,M,L,M
181.01,87.3,L,L,XL
170.34,79.6,,L,L
180.19,92.3,L,,XL
171.29,64.1,,M,M
175.51,104.2,L,,XXL
167.65,61.2,M,S,M
185.52,94.3,M,L,XL
165.98,65.0,M,M,M
179.21,93.1,,,XL
168.76,60.9,L,M,M
168.26,69.5,,M,M
170.71,66.5,,M,M
183.35,103.5,,L,XXL
160.59,54.0,S,S,S
176.63,77.6,,L,L
173.09,77.3,L,L,L
164.21,49.6,S,S,S
169.91,76.0,,L,L
180.18,91.6,L,L,XL
181.72,115.5,,L,XXL
155.65,53.1,S,S,S
183.84,119.8,L,L,XXL
167.95,64.9,L,S,M
161.84,54.2,,S,S
156.29,48.5,S,S,S
180.66,93.8,L,,XL
160.24,53.1,S,,S
167.5,66.8,,,M
167.43,59.7,M,M,M
162.91,68.8,S,,M
175.04,78.5,M,L,L
158.92,49.9,S,,S
164.65,67.4,M,M,M
171.4,66.2,M,L,M
164.93,68.9,M,M,M
157.37,50.5,S,,S
174.8,86.3,L,,XL
178.84,94.1,,M,XL
181.65,112.4,L,,XXL
184.32,91.9,L,L,XL
173.67,79.2,M,L,L
188.9,108.6,L,L,XXL
155.62,53.1,S,S,S
174.29,79.2,M,L,L
164.9,51.4,S,S,S
163.38,49.7,S,,S
183.97,117.8,L,L,XXL
175.39,96.1,L,M,XL
171.08,65.6,S,M,M
167.61,62.1,M,M,M
180.8,113.8,L,L,XXL
179.96,92.1,L,L,XL
177.27,93.0,L,L,XL
174.45,75.7,L,L,L
181.25,90.5,L,L,XL
173.2,77.4,L,L,L
156.56,49.9,S,S,S
175.08,81.7,M,L,L
157.41,46.8,S,M,S
154.59,50.4,L,,S
170.71,79.8,L,M,L
164.85,65.7,L,M,M
175.61,94.7,L,L,XL
185.99,109.3,L,L,XXL
167.24,70.5,,M,M
166.15,65.6,M,M,M
180.45,111.5,L,L,XXL
173.43,88.3,L,L,XL
177.36,92.8,M,L,XL
173.2,78.3,M,L,L
173.13,78.5,L,M,L
168.25,67.0,L,M,M
181.53,114.5,L,,XXL
178.7,94.4,L,L,XL
179.21,93.0,L,L,XL
172.52,80.1,M,L,L
177.74,78.3,,M,L
170.6,81.9,M,L,L
189.48,114.7,L,L,XXL
163.55,64.0,M,M,M
165.96,64.0,M,M,M
162.49,52.3,M,S,S
175.38,76.7,L,L,L
171.88,77.6,,L,L
163.13,66.3,L,M,M
159.6,51.6,S,S,S
163.14,66.0,M,M,M
167.7,65.9,M,M,M
157.83,49.4,S,S,S
166.21,65.2,L,M,M
175.68,96.1,L,L,XL
172.4,80.0,L,M,L
171.36,63.6,L,,M
160.11,53.7,S,S,S
162.98,53.7,M,M,S
166.11,68.9,M,M,M
160.24,50.3,S,S,S
156.45,54.1,M,M,S
161.27,49.9,S,,S
155.94,52.4,S,S,S
172.85,75.6,M,M,L
157.22,52.1,L,S,S
174.0,63.0,L,L,M
163.66,55.2,S,S,S
156.56,52.6,L,M,S
168.81,64.5,M,M,M
171.86,67.1,,M,M
171.98,92.2,L,L,XL
172.65,70.6,M,L,L
166.97,62.6,M,L,M
174.65,93.4,L,L,XL
168.82,67.0,M,L,M
179.22,85.4,L,L,XL
168.7,75.4,,M,L
158.17,50.6,S,M,S
185.4,94.5,,L,XL
176.06,88.4,L,,XL
172.06,75.2,L,,L
158.46,53.7,S,S,S
185.01,103.1,L,L,XXL
167.36,64.4,M,,M
182.42,91.3,L,L,XL
158.94,52.8,S,M,S
178.58,76.8,L,M,L
179.79,98.4,L,L,XL
170.87,65.3,,M,M
175.23,91.5,L,L,XL
169.09,82.4,L,,L
184.16,87.3,M,L,XL
157.64,51.3,M,L,S
170.61,72.6,L,L,L
175.16,88.9,L,M,XL
171.1,64.8,S,L,M
156.65,54.1,S,S,S
154.73,59.3,M,,S
